"Population","estimate_P12","estimate_P50","conf.low_P12","conf.low_P50","conf.high_P12","conf.high_P50","c","b","conf.low_c","conf.low_b","conf.high_c","conf.high_b"
"all",2.29479968513535,2.64744863039874,1.48702458791715,1.8500756126764,3.05147491157598,3.42931836305298,11.8258468638779,2.73078448709237,7.73870491003374,1.93980514078156,14.4814627442566,3.51721900713152
