"Population","estimate_P12","estimate_P50","conf.low_P12","conf.low_P50","conf.high_P12","conf.high_P50","c","b","conf.low_c","conf.low_b","conf.high_c","conf.high_b"
"CCR-COL",2.21879692420046,2.57094199130042,2.08226605110882,2.43090041598139,2.36334502493731,2.71096258917737,11.4761141430881,2.65437544110061,10.9202863275714,2.5138722778306,12.3192218560641,2.79282904099292
"JLA-JAK",2.28014230526806,2.63334199307599,2.12760045847099,2.48180985536284,2.4363307568595,2.79182310294858,11.7383891930873,2.71686108718189,10.9778477486907,2.56606774307902,12.4118470257166,2.87549290713373
"NRV-NEW",2.30760280438019,2.66088028519543,2.16272336256244,2.51622657969671,2.45379214100515,2.80948948062857,11.8676115671384,2.74433960089367,11.1664624861927,2.60018616152929,12.4882756248878,2.89316583869941
"TSZ-SAN",2.3715587261366,2.72552715307455,2.20124718605156,2.55400118612713,2.54166034409894,2.89536805186976,12.1519724330095,2.80898339358928,11.3734357394188,2.63764525341657,12.9745481064779,2.97832435192829
